candidate_id;position_id;position_name;remote_work;visa_sponsorship;relocation;company_name;founded;company_age;company_size;company_size_range;location;industry;interest_flag
781629;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
781646;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
781804;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
782371;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
782475;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
782576;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
782645;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
783793;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
784123;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
784156;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
785218;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
785235;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
831249;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
831838;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
831930;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
831974;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
847185;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
847197;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
847228;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
847234;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
850950;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
850966;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
860397;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
860429;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
860565;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
862345;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
862406;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
862430;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
867354;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
867508;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
868319;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868427;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868786;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868787;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868788;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868853;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868860;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868891;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
868898;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
868971;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
869011;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
869443;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;1
869527;1627;Boutique Stylists;;;;Scanlan Theodore;1987;+20;350;100 - 500;New York City;Apparel & Fashion;0
351756;1988;Senior Luxury Travel Advisor - New York, NY;;;;Rollinglobe.com;0;+20;5;0 - 10;New York City;Leisure, Travel & Tourism;0
942756;1988;Senior Luxury Travel Advisor - New York, NY;;;;Rollinglobe.com;0;+20;5;0 - 10;New York City;Leisure, Travel & Tourism;1
393390;2035;Sales Director- Emissary;;;;ProvideHQ;0;+20;5;0 - 10;New York City;Marketing and Advertising;1
608447;2035;Sales Director- Emissary;;;;ProvideHQ;0;+20;5;0 - 10;New York City;Marketing and Advertising;0
778495;2035;Sales Director- Emissary;;;;ProvideHQ;0;+20;5;0 - 10;New York City;Marketing and Advertising;1
778720;2035;Sales Director- Emissary;;;;ProvideHQ;0;+20;5;0 - 10;New York City;Marketing and Advertising;1
778731;2035;Sales Director- Emissary;;;;ProvideHQ;0;+20;5;0 - 10;New York City;Marketing and Advertising;1
527094;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
814898;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
817553;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
831952;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
832124;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;0
832230;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;0
835369;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;0
835510;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
835525;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
835528;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
838447;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;0
869336;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
869408;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
883964;2089;Client Experience Manager;;;;Truveris;2009;10-20;123;100 - 500;New York City;Information Technology and Services;1
142551;2145;Enterprise Account Executive;;;;TheMuse.com;2011;10-20;181;100 - 500;New York City;Internet;0
166712;2145;Enterprise Account Executive;;;;TheMuse.com;2011;10-20;181;100 - 500;New York City;Internet;0
772307;2145;Enterprise Account Executive;;;;TheMuse.com;2011;10-20;181;100 - 500;New York City;Internet;0
775495;2145;Enterprise Account Executive;;;;TheMuse.com;2011;10-20;181;100 - 500;New York City;Internet;1
800265;2145;Enterprise Account Executive;;;;TheMuse.com;2011;10-20;181;100 - 500;New York City;Internet;1
23169;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
116317;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
117877;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
130051;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
130053;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
130062;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
130160;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
131061;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
131062;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
131074;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
134206;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
134867;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
135066;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
139361;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
140861;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
140867;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
141088;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
141142;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
141149;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
141587;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
143418;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
143639;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
145029;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
146379;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
146728;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
146917;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
147799;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
148434;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
148449;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
148976;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
149199;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
150174;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
150264;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
151846;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
153095;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
156190;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
158558;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
160884;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
163108;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
168629;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
172602;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
173664;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
175910;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
175916;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
205689;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
208761;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
210064;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
213239;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
230372;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
233537;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
268991;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
348307;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
356091;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
364632;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
365980;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
369289;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
372709;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
374180;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
379505;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
380145;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
380289;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
385033;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
386394;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
402298;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
411813;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
413271;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
451299;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
451343;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
493453;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
522630;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
526236;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
531395;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
533359;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
535190;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
536418;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
536614;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
540947;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
551762;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
562363;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
562737;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
563830;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
563844;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
566696;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
567033;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
567168;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
572749;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
572796;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
572821;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
579669;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
583926;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
584755;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
610069;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
610103;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
610155;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
611654;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
660985;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
675154;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
675162;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
677669;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
691024;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
697517;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
697594;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
697641;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
697644;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
698024;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
719989;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
722670;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
722689;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
722700;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
722703;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
723349;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
723622;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
726285;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
726299;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
728091;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
728194;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
742326;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
742338;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
755507;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
755518;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
758272;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
760469;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
761611;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
762652;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
762948;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
763507;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
763535;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
765284;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
765861;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
777813;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
778106;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
782083;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
782101;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
785094;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
791715;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
793613;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
797924;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
797996;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
798107;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
800010;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
810314;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
810412;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
814226;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
815021;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
817441;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
817469;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
827330;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;0
830431;2153;UI Designer;;;;Peloton Sports Inc.;1998;+20;5;0 - 10;New York City;Health, Wellness and Fitness;1
